title,release_id,master_id,link,media_condition,sleeve_condition,seller,seller_link,price,price_currency,shipping,shipping_currency
"Jay Z* & Kanye West - Watch The Throne (2xLP, Album, Pic)",3351778,361232,/sell/item/1856928124,Near Mint (NM or M-),Very Good Plus (VG+),Avalla,/seller/Avalla/profile,300.0,USD,282.0,EUR
